imagesize,convtime,magtime,supptime,sorttime,edgetime,hysttime,d2htime,hd2time
256, 0.107, 0.020, 0.026, 0.286, 0.016, 0.015, 1.157, 0.147
256, 0.105, 0.019, 0.028, 0.284, 0.016, 0.016, 1.149, 0.147
256, 0.104, 0.019, 0.026, 0.287, 0.016, 0.015, 1.139, 0.145
256, 0.105, 0.019, 0.026, 0.285, 0.015, 0.015, 1.131, 0.147
256, 0.105, 0.019, 0.026, 0.282, 0.016, 0.015, 1.146, 0.146
256, 0.105, 0.019, 0.026, 0.281, 0.016, 0.015, 1.153, 0.142
256, 0.107, 0.018, 0.027, 0.284, 0.017, 0.015, 1.145, 0.152
256, 0.107, 0.019, 0.026, 0.285, 0.016, 0.015, 1.174, 0.150
256, 0.105, 0.019, 0.026, 0.284, 0.016, 0.015, 1.137, 0.145
256, 0.110, 0.021, 0.027, 0.296, 0.017, 0.016, 1.316, 0.161
256, 0.104, 0.019, 0.026, 0.284, 0.016, 0.015, 1.147, 0.145
256, 0.107, 0.019, 0.025, 0.290, 0.015, 0.016, 1.147, 0.143
256, 0.105, 0.018, 0.026, 0.283, 0.016, 0.015, 1.142, 0.145
256, 0.105, 0.020, 0.026, 0.288, 0.016, 0.016, 1.208, 0.159
256, 0.106, 0.019, 0.026, 0.301, 0.015, 0.016, 1.161, 0.145
256, 0.104, 0.019, 0.026, 0.283, 0.016, 0.015, 1.136, 0.143
256, 0.105, 0.019, 0.027, 0.287, 0.016, 0.016, 1.162, 0.145
256, 0.105, 0.019, 0.026, 0.286, 0.016, 0.015, 1.148, 0.145
256, 0.105, 0.019, 0.026, 0.284, 0.015, 0.015, 1.175, 0.145
256, 0.112, 0.019, 0.026, 0.285, 0.016, 0.015, 1.147, 0.145
256, 0.105, 0.020, 0.026, 0.284, 0.016, 0.016, 1.160, 0.146
256, 0.114, 0.019, 0.026, 0.283, 0.016, 0.015, 1.142, 0.147
256, 0.106, 0.019, 0.026, 0.283, 0.016, 0.015, 1.151, 0.145
256, 0.104, 0.019, 0.027, 0.284, 0.016, 0.015, 1.138, 0.144
256, 0.103, 0.019, 0.026, 0.285, 0.016, 0.015, 1.152, 0.144
256, 0.104, 0.020, 0.026, 0.288, 0.016, 0.015, 1.151, 0.144
256, 0.105, 0.019, 0.026, 0.289, 0.015, 0.016, 1.139, 0.145
256, 0.105, 0.020, 0.026, 0.289, 0.016, 0.015, 1.184, 0.146
256, 0.105, 0.019, 0.026, 0.284, 0.015, 0.015, 1.145, 0.143
256, 0.104, 0.019, 0.026, 0.283, 0.016, 0.015, 1.161, 0.145
512, 0.287, 0.052, 0.067, 1.098, 0.039, 0.055, 4.536, 0.413
512, 0.290, 0.054, 0.067, 1.160, 0.039, 0.058, 5.072, 0.465
512, 0.287, 0.054, 0.068, 1.105, 0.039, 0.059, 4.737, 0.417
512, 0.288, 0.053, 0.073, 1.094, 0.039, 0.056, 4.551, 0.415
512, 0.287, 0.053, 0.067, 1.085, 0.039, 0.055, 4.553, 0.415
512, 0.286, 0.053, 0.067, 1.072, 0.039, 0.055, 4.650, 0.415
512, 0.289, 0.054, 0.066, 1.103, 0.038, 0.056, 4.567, 0.415
512, 0.290, 0.053, 0.067, 1.085, 0.039, 0.057, 4.576, 0.423
512, 0.286, 0.053, 0.068, 1.065, 0.040, 0.056, 4.542, 0.412
512, 0.290, 0.053, 0.073, 1.151, 0.040, 0.054, 5.110, 0.438
512, 0.285, 0.053, 0.068, 1.084, 0.039, 0.055, 4.548, 0.419
512, 0.286, 0.054, 0.067, 1.074, 0.038, 0.058, 4.568, 0.418
512, 0.286, 0.054, 0.067, 1.072, 0.039, 0.057, 4.547, 0.416
512, 0.284, 0.052, 0.067, 1.069, 0.039, 0.056, 4.598, 0.421
512, 0.286, 0.054, 0.067, 1.087, 0.038, 0.055, 4.515, 0.424
512, 0.287, 0.053, 0.067, 1.065, 0.038, 0.058, 4.570, 0.446
512, 0.290, 0.054, 0.069, 1.156, 0.040, 0.057, 5.091, 0.464
512, 0.283, 0.052, 0.069, 1.077, 0.038, 0.056, 4.589, 0.414
512, 0.283, 0.054, 0.066, 1.083, 0.038, 0.056, 4.563, 0.424
512, 0.284, 0.054, 0.067, 1.067, 0.040, 0.057, 4.521, 0.421
512, 0.300, 0.054, 0.068, 1.148, 0.039, 0.057, 5.088, 0.446
512, 0.293, 0.052, 0.067, 1.066, 0.039, 0.057, 4.562, 0.418
512, 0.284, 0.054, 0.067, 1.088, 0.040, 0.054, 4.522, 0.414
512, 0.287, 0.054, 0.069, 1.161, 0.039, 0.056, 5.033, 0.466
512, 0.298, 0.055, 0.067, 1.069, 0.039, 0.056, 4.539, 0.415
512, 0.284, 0.054, 0.067, 1.091, 0.038, 0.055, 4.559, 0.428
512, 0.285, 0.052, 0.067, 1.080, 0.038, 0.057, 4.536, 0.426
512, 0.284, 0.053, 0.067, 1.077, 0.038, 0.058, 4.648, 0.441
512, 0.284, 0.053, 0.067, 1.103, 0.038, 0.054, 4.557, 0.427
512, 0.286, 0.053, 0.067, 1.091, 0.038, 0.055, 4.680, 0.421
1024, 0.989, 0.170, 0.216, 1.542, 0.130, 0.247, 13.270, 1.325
1024, 0.989, 0.171, 0.215, 1.553, 0.130, 0.250, 13.291, 1.420
1024, 0.987, 0.170, 0.215, 1.531, 0.129, 0.254, 13.134, 1.329
1024, 0.988, 0.171, 0.215, 1.546, 0.130, 0.251, 13.142, 1.332
1024, 0.987, 0.172, 0.215, 1.541, 0.130, 0.254, 13.124, 1.320
1024, 0.988, 0.171, 0.215, 1.549, 0.129, 0.253, 13.258, 1.339
1024, 0.988, 0.171, 0.215, 1.534, 0.130, 0.251, 13.333, 1.323
1024, 0.993, 0.171, 0.216, 1.638, 0.130, 0.264, 14.959, 1.505
1024, 0.990, 0.171, 0.215, 1.540, 0.130, 0.257, 13.092, 1.325
1024, 0.988, 0.171, 0.215, 1.553, 0.130, 0.253, 13.123, 1.335
1024, 0.987, 0.172, 0.215, 1.546, 0.129, 0.252, 13.247, 1.385
1024, 0.986, 0.171, 0.214, 1.532, 0.130, 0.250, 13.285, 1.326
1024, 0.989, 0.170, 0.215, 1.546, 0.130, 0.254, 13.373, 1.392
1024, 0.986, 0.170, 0.215, 1.578, 0.129, 0.255, 12.837, 1.360
1024, 0.986, 0.171, 0.214, 1.538, 0.131, 0.250, 13.162, 1.333
1024, 0.997, 0.172, 0.217, 1.557, 0.131, 0.250, 13.337, 1.324
1024, 0.994, 0.172, 0.216, 1.601, 0.129, 0.253, 13.752, 1.406
1024, 0.991, 0.172, 0.215, 1.614, 0.130, 0.252, 13.821, 1.407
1024, 0.992, 0.171, 0.216, 1.612, 0.131, 0.256, 14.129, 1.458
1024, 0.988, 0.170, 0.214, 1.540, 0.130, 0.252, 13.113, 1.324
1024, 0.987, 0.172, 0.214, 1.526, 0.129, 0.256, 13.246, 1.331
1024, 0.987, 0.171, 0.216, 1.533, 0.130, 0.253, 13.259, 1.326
1024, 0.989, 0.170, 0.216, 1.534, 0.129, 0.253, 13.163, 1.326
1024, 0.982, 0.170, 0.214, 1.430, 0.130, 0.252, 11.157, 1.154
1024, 0.987, 0.171, 0.215, 1.550, 0.130, 0.253, 13.389, 1.329
1024, 0.989, 0.171, 0.215, 1.571, 0.130, 0.255, 13.214, 1.326
1024, 0.989, 0.170, 0.215, 1.530, 0.131, 0.253, 13.189, 1.325
1024, 0.987, 0.171, 0.216, 1.537, 0.129, 0.257, 13.315, 1.333
1024, 0.987, 0.171, 0.214, 1.551, 0.129, 0.251, 13.236, 1.348
1024, 0.987, 0.172, 0.215, 1.554, 0.131, 0.254, 13.841, 1.327
2048, 3.773, 0.657, 0.719, 3.079, 0.490, 0.950, 40.843, 4.960
2048, 3.772, 0.658, 0.718, 3.123, 0.490, 0.965, 42.310, 4.929
2048, 3.768, 0.658, 0.718, 3.111, 0.490, 0.968, 40.387, 4.964
2048, 3.765, 0.656, 0.717, 3.086, 0.490, 0.967, 41.327, 4.932
2048, 3.776, 0.663, 0.720, 3.085, 0.490, 0.968, 41.509, 4.923
2048, 3.778, 0.661, 0.719, 3.089, 0.490, 0.964, 41.662, 4.911
2048, 3.779, 0.662, 0.720, 3.099, 0.491, 0.978, 42.670, 4.938
2048, 3.779, 0.661, 0.719, 3.124, 0.491, 0.980, 43.083, 4.964
2048, 3.782, 0.660, 0.719, 3.098, 0.491, 0.965, 43.001, 5.213
2048, 3.782, 0.660, 0.719, 3.097, 0.491, 0.960, 42.320, 4.946
2048, 3.785, 0.662, 0.719, 3.103, 0.490, 0.961, 42.463, 4.937
2048, 3.777, 0.658, 0.720, 3.143, 0.491, 0.966, 42.838, 4.935
2048, 3.782, 0.664, 0.721, 3.125, 0.491, 0.955, 43.021, 4.922
2048, 3.781, 0.661, 0.720, 3.105, 0.490, 0.966, 41.039, 4.926
2048, 3.777, 0.663, 0.719, 3.100, 0.490, 0.969, 42.137, 5.080
2048, 3.780, 0.660, 0.721, 3.092, 0.489, 0.963, 42.391, 4.931
2048, 3.778, 0.661, 0.720, 3.097, 0.492, 0.954, 41.456, 4.936
2048, 3.780, 0.661, 0.719, 3.100, 0.490, 0.957, 40.620, 4.910
2048, 3.776, 0.658, 0.719, 3.111, 0.491, 0.965, 40.702, 4.940
2048, 3.781, 0.661, 0.719, 3.097, 0.490, 0.967, 42.233, 4.939
2048, 3.776, 0.661, 0.719, 3.086, 0.490, 0.966, 42.413, 4.970
2048, 3.769, 0.659, 0.717, 3.095, 0.489, 0.972, 41.674, 4.935
2048, 3.773, 0.660, 0.719, 3.094, 0.490, 0.967, 42.589, 4.910
2048, 3.779, 0.662, 0.719, 3.096, 0.490, 0.970, 42.226, 4.922
2048, 3.776, 0.662, 0.720, 3.139, 0.490, 0.963, 41.488, 5.154
2048, 3.780, 0.662, 0.718, 3.107, 0.490, 0.970, 40.763, 4.936
2048, 3.777, 0.660, 0.720, 3.213, 0.491, 0.961, 41.870, 5.223
2048, 3.775, 0.661, 0.719, 3.090, 0.490, 0.971, 41.404, 4.918
2048, 3.774, 0.662, 0.721, 3.101, 0.490, 0.951, 41.841, 4.952
2048, 3.775, 0.662, 0.718, 3.102, 0.490, 0.955, 42.352, 4.913
4096, 14.972, 2.887, 3.172, 9.840, 2.090, 1.572, 158.751, 19.495
4096, 14.993, 2.879, 3.171, 9.861, 2.086, 1.571, 159.128, 19.001
4096, 14.979, 2.886, 3.173, 9.796, 2.087, 1.573, 156.698, 19.098
4096, 14.968, 2.779, 3.166, 9.898, 2.087, 1.585, 163.888, 20.616
4096, 14.983, 2.847, 3.168, 9.818, 2.091, 1.568, 160.028, 19.006
4096, 14.967, 2.807, 3.168, 9.850, 2.091, 1.571, 157.302, 20.054
4096, 14.975, 2.883, 3.169, 9.818, 2.087, 1.575, 156.697, 18.917
4096, 14.972, 2.853, 3.170, 9.822, 2.088, 1.569, 160.856, 19.237
4096, 14.982, 2.855, 3.169, 9.821, 2.085, 1.566, 155.772, 19.036
4096, 14.969, 2.870, 3.169, 9.834, 2.089, 1.577, 158.364, 19.060
4096, 14.979, 2.769, 3.170, 9.814, 2.085, 1.569, 159.935, 19.028
4096, 14.965, 2.909, 3.172, 9.788, 2.086, 1.578, 124.505, 17.963
4096, 14.991, 2.809, 3.170, 9.858, 2.090, 1.577, 159.534, 19.486
4096, 14.999, 2.930, 3.172, 9.830, 2.087, 1.573, 158.581, 19.025
4096, 14.998, 2.802, 3.175, 9.813, 2.089, 1.576, 157.526, 19.058
4096, 14.970, 2.919, 3.168, 9.818, 2.086, 1.569, 157.883, 19.153
4096, 15.004, 2.856, 3.178, 9.846, 2.091, 1.577, 167.671, 20.022
4096, 14.989, 2.848, 3.174, 9.824, 2.087, 1.565, 156.336, 19.071
4096, 14.980, 2.814, 3.169, 9.833, 2.090, 1.571, 159.986, 18.978
4096, 14.982, 2.824, 3.170, 9.858, 2.087, 1.572, 156.566, 18.883
4096, 15.023, 2.873, 3.176, 9.825, 2.087, 1.574, 158.714, 19.045
4096, 14.985, 2.863, 3.174, 9.828, 2.089, 1.575, 156.472, 18.926
4096, 14.999, 2.758, 3.174, 9.820, 2.089, 1.579, 155.264, 19.064
4096, 15.007, 2.923, 3.171, 9.836, 2.090, 1.572, 155.880, 18.956
4096, 14.980, 2.838, 3.169, 9.798, 2.087, 1.566, 158.384, 19.018
4096, 14.985, 2.860, 3.169, 9.812, 2.091, 1.571, 156.634, 19.037
4096, 14.974, 2.845, 3.170, 9.836, 2.088, 1.567, 156.985, 19.124
4096, 14.985, 2.905, 3.171, 9.778, 2.086, 1.574, 158.372, 18.913
4096, 14.997, 2.915, 3.174, 9.827, 2.089, 1.577, 157.410, 19.485
4096, 14.996, 2.825, 3.175, 9.814, 2.088, 1.570, 155.376, 19.044
8192, 89.182, 24.285, 11.061, 37.118, 10.622, 9.971, 601.609, 70.916
8192, 89.178, 24.207, 11.935, 37.487, 10.561, 9.970, 589.458, 71.167
8192, 89.170, 24.229, 11.926, 39.878, 10.635, 9.982, 580.976, 70.880
8192, 89.212, 24.487, 11.051, 37.075, 10.569, 9.951, 611.944, 70.995
8192, 89.157, 24.395, 11.920, 37.491, 10.635, 9.984, 608.368, 71.575
8192, 89.237, 24.207, 11.909, 37.407, 10.600, 9.947, 632.549, 70.686
8192, 89.201, 24.258, 11.932, 37.560, 10.644, 9.975, 568.550, 71.373
8192, 89.222, 24.209, 11.923, 37.589, 10.560, 9.948, 620.723, 73.621
8192, 88.688, 24.038, 10.302, 37.405, 10.565, 9.997, 627.574, 71.049
8192, 89.219, 24.220, 11.919, 37.530, 10.599, 9.975, 624.023, 74.207
8192, 89.221, 23.913, 11.914, 37.592, 10.636, 9.998, 604.633, 72.154
8192, 89.210, 24.242, 11.933, 37.337, 10.615, 9.962, 626.513, 73.090
8192, 89.159, 23.888, 11.914, 39.793, 10.602, 9.960, 556.178, 71.167
8192, 89.154, 24.045, 11.928, 37.497, 10.598, 9.967, 603.115, 73.289
8192, 89.151, 24.113, 11.181, 37.098, 10.571, 9.949, 530.127, 71.969
8192, 89.186, 23.904, 11.937, 37.568, 11.347, 9.972, 617.352, 72.164
8192, 89.197, 24.248, 11.933, 37.526, 10.653, 9.979, 590.347, 71.394
8192, 89.343, 23.887, 11.913, 37.421, 10.679, 9.995, 482.984, 71.365
8192, 89.265, 24.051, 11.930, 37.530, 10.588, 9.968, 600.910, 71.371
8192, 89.199, 23.922, 11.453, 37.241, 10.600, 9.958, 533.339, 72.359
8192, 89.158, 24.378, 11.928, 37.476, 10.595, 9.957, 476.414, 71.020
8192, 89.195, 24.396, 11.935, 37.600, 10.643, 9.988, 557.095, 71.856
8192, 89.330, 24.759, 11.144, 37.150, 10.608, 9.973, 620.372, 71.775
8192, 89.294, 24.243, 11.958, 38.781, 10.611, 9.971, 631.024, 74.186
8192, 89.339, 24.033, 11.952, 37.554, 10.650, 9.978, 531.540, 71.392
8192, 89.241, 23.905, 11.943, 37.415, 10.562, 9.951, 480.449, 71.667
8192, 89.278, 24.207, 11.945, 37.507, 10.621, 9.989, 602.321, 72.214
8192, 89.308, 24.180, 11.951, 37.575, 10.572, 9.964, 544.766, 71.655
8192, 89.338, 24.037, 11.955, 37.560, 10.632, 9.997, 568.545, 70.586
8192, 89.219, 24.236, 11.939, 38.085, 10.606, 9.986, 597.683, 71.549
10240, 347.401, 40.992, 13.717, 57.458, 20.462, 21.991, 764.901, 109.081
10240, 347.638, 41.848, 13.897, 57.467, 20.467, 21.984, 744.888, 109.655
10240, 348.458, 41.780, 13.906, 58.127, 20.428, 21.987, 782.315, 108.979
10240, 347.537, 41.758, 13.901, 57.630, 20.568, 22.016, 795.197, 110.104
10240, 347.422, 41.813, 13.899, 57.559, 20.454, 21.971, 841.522, 109.533
10240, 347.265, 41.406, 13.068, 57.202, 20.344, 21.917, 746.606, 109.826
10240, 346.618, 42.088, 12.446, 57.265, 20.470, 21.963, 742.614, 109.373
10240, 347.327, 41.397, 13.900, 58.761, 20.354, 21.937, 745.983, 108.603
10240, 347.615, 41.302, 13.898, 57.691, 20.360, 21.940, 761.788, 109.195
10240, 346.971, 41.456, 12.765, 57.268, 20.347, 21.956, 778.822, 114.397
10240, 347.795, 41.437, 13.899, 57.656, 20.468, 21.975, 750.604, 108.265
10240, 348.656, 41.267, 13.909, 58.144, 20.536, 22.026, 852.186, 113.257
10240, 347.339, 41.741, 13.526, 57.199, 20.460, 21.990, 741.695, 109.708
10240, 347.459, 41.362, 13.573, 57.654, 20.439, 21.981, 754.081, 109.872
10240, 346.417, 41.532, 12.464, 57.303, 20.473, 21.950, 758.457, 109.920
10240, 348.113, 41.757, 13.901, 58.063, 20.463, 21.978, 749.483, 109.736
10240, 347.781, 41.031, 13.904, 58.069, 20.794, 22.079, 758.528, 109.157
10240, 347.560, 41.434, 13.900, 60.950, 20.684, 22.048, 743.748, 110.044
10240, 347.811, 41.311, 13.899, 57.600, 20.240, 21.924, 754.487, 108.488
10240, 347.315, 42.199, 13.906, 59.554, 20.337, 21.927, 779.076, 109.286
10240, 347.290, 41.344, 13.900, 57.194, 20.344, 21.943, 749.773, 109.698
10240, 347.564, 41.439, 13.893, 57.650, 20.455, 21.985, 756.450, 109.988
10240, 348.421, 41.412, 13.902, 57.957, 20.437, 21.995, 746.222, 110.613
10240, 347.990, 41.357, 13.667, 57.935, 20.225, 21.923, 798.523, 111.124
10240, 348.169, 41.764, 13.896, 57.993, 20.341, 21.939, 751.998, 109.178
10240, 348.619, 42.185, 13.910, 57.999, 20.522, 22.015, 749.657, 108.946
10240, 347.961, 41.828, 13.908, 58.067, 20.563, 22.011, 749.520, 109.332
10240, 347.454, 41.743, 13.901, 57.395, 20.354, 21.953, 750.654, 110.748
10240, 346.926, 41.351, 13.298, 57.307, 20.344, 21.943, 795.276, 110.195
10240, 347.955, 41.796, 13.901, 58.159, 20.575, 22.026, 829.697, 112.851
